review_id,text,stars
JTw385ki0uDX7BprIBeuiQ,"We went there today for lunch and the hostess seemed confused and was unaware where the men's bathroom was located.  She then walked us down to the entrance of the restaurant to ""get ya as close as possible"" but we were in the way of the servers bringing drink orders to the tables.  I'm hoping she was just a new employee. We were brought to our table fairly quickly and provided a list of the specials.  The restaurant filled up quickly so I hoped it was a sign the food was good but I was mistaken.  I asked the waiter if the crab cake melt was good and he said it was very good as he had tried it.  I ordered that with a side salad.   When the food arrived it was less than pleasing and barely warm. I regret now not taking a picture to show the presentation.  It was two English muffin halves topped with crab and then they stuck a big uncooked slab of tomato on top which cooled off the crab melt and was not an attractive top to the meal.  Additionally, I couldn't find the cheese that would have made it a melt.  I also ordered a ginger ale which wasn't carbonated.  Really not a great meal.
Finally, there was a woman who evidently worked at one of the stores who walked around the tables smiling and turning her head slowly to attempt to make eye contact so she could perhaps draw you into her store.  She carried a sign that had the store name on it.  The only problem was that she made 3 passes slowly walking by and it became a nuisance rather than something that draws people into a restaurant.  It reminded me of the people that are at the entrance to the food store every weekend trying to engage you in conversation for a donation.... except these people are inside while I'm tying to eat.  I get it, peddlers village..trying to peddle their goods but I'm just trying to eat my barely warm crab melt and get out of there.  
The waiter was new and was training but he was very nice. Even though the food was terrible, I gave him a good tip.",1
UJ6gvrp5B1mvzXG1qzi2rg,"Dizengoff was a great place for an afternoon snack/lunch. Their interior reminds me of a sidewalk eatery you'd see in a European/Asian country. The interior is quite dark with its intentionally shabby looking interior, and picnic-table types. They had a mosaic on the wall with different colored tiles, and a menu board that reminded me of the writing on old-style movie theaters. They also had a free jar of bazooka bubble gum at the counter, which really brought out the eatery vibe. Here, you paid as you ordered at the counter then they would bring you out your food, once it was prepared. 

On this really hot day, we decided it would be a great idea to order a Frozen Lemonada. It had a very sharp and tart taste to it, as well as a very lemon taste to it. It reminded me a lot of San Pellegrino with a hint of lime, in the sense it tasted more like sparkling water than it did of actual lemon. 

We also ordered lamb hummus, which costs around $12.5 dollars. The hummus itself is reminiscent of what you'd expect in Zahav, wherein it was extremely creamy, smooth and fluffy. The lamb, which came with some herbs, added a nice salty and herby taste to it, which the hummus was able to balance out extremely well. The pita was also great, as it was extremely warm, and soft, making it much easier to eat with the hummus. There were two of us, but we split the hummus and the pita, and still felt like we had more than enough. 

The cucumber salad was really fresh and crispy. The herbs were also a nice touch to it, even if it was a bit on the spicier side. The pickles and onions were also great additions to help cleanse the palate. 

I'd definitely come back again, if I am ever craving hummus. I'm just not sure if I'd ever get a Frozen Lemonada again.",4
DTdtdK-ml5PEOHq7Z6ks1g,"I hate to give a local restaurant this low rating, but was so disappointed that I probably won't go back.   Spent $100 for two meals and an appetizer.   Appetizer (calamari) was so so. It was very tough and chewy to me.    Had the pasta'e'fagioli and it was awful.  Had an off taste.  Then onto chicken francese which was cold, overcooked, tough and probably the worst chicken francese I have ever had.....and that includes catered meals.   We paid our bill and my friend still had not finished her wine.   The manager came up and asked us to leave because he needed the table for someone who had requested a bar table (note there were other vacant bar tables). His attitude was what I would term smarmy...The tables overlook a wall so its not like our particular table was the best in the house or anything.... I have gone there twice previously and had good food and service so I was really surprised.  This has never happened to me in a restaurant before but I think I will choose another restaurant before I go there again.",2
rh1c0sNNLR29qtxux1D0FQ,"Usually I don't write much reviews simply because I'm too lazy. But I couldn't resist myself from writing one because the food was SO bad. We ordered Lamb Roganjosh where the lamb was too chewy and dry, Kaju Paneer Makhni's gravy was good but Paneers were really hard, and lowest on the chart was Boneless Chicken Biriyani which is the worst biriyani I have ever had in my life. Why would you prepare a dish with boiled chicken breast pieces in a yellow masala rice and sell it as Chicken Biriyani?!

I wish I had an option to rate 0 stars. 

PS. Who puts so much sugar in Raita?",1
Ar6ziOYfJWNMlJMZETR-IQ,Loved this restaurant. Not far from the Airbnb we are staying at. Ordered the chicken pasta wasn't in the mood for seafood. It was delicious. Got the conch fritters and they were good too. The Caesar salad was small but good. Drinks were delish. Krista was my server. She was awesome. So attentive and sweet. Everyone was so nice from beginning to end. They even opened the door and everyone wished us a good evening. We are visiting and really enjoyed our visit. Def Check them out. Good parking in the front. Clean and love the decor. We had a nice time there and would come back if in the area.,5
VjNZ8QQTbRNlNvdxBOVQug,"Never been here before and definitely never coming back! I received a few gifts from here for Christmas gift from my work. Today I came to just exchange a sweater that didn't fit and was planning to shop (I.e. SPEND MORE MONEY than what the sweater cost) and the girl working said ""we have a 14 day policy so sorry."" Are you kidding me?! 14 days from a Christmas gift that you wouldn't allow me to spend the $85 the sweater was worth plus more to have a great experience and become a loyal customer? I shop at certain boutiques because of the customer service, then the quality of merchandise. This place seems to have cute but expensive clothes, definitely never going to have me as a customer here. Horrible policy's and ""customer service!""",1
gn6u1NkHcW_ZbfXi7VWLUg,"A gem of a boutique in the Mall, amazing team that works there.  Great clothing options for all sizes and styles.  Check in often as you will see new items on the shelves and hanging elegantly for you to pick.",5
terIjTZBAVSqkZb9PhDQcw,Expensive dining in for lunch - and rude servers made me not go back - food used to be great -front end staff too - but at the end they acted like they were doing me a favor. I went elsewhere,1
u7yPnDWv-Qu1I6DcMqKBWw,"I absolutely loved this place. I could tell lotsa folks who work at the hotels and casinos go here on their days off. I saw two dealers and a concierge the day I went. I felt it was mostly just locals. I ordered a country fried steak with gravy and a side of eggs and hash browns. It was delicious, and came with a side of cantaloupe, too. The service was very friendly, and although it was packed, I didn't feel rushed out. It's definitely worth walking across the river from the casino scene to enjoy a breakfast or brunch here.",5
9NOLHeQWKspbvvkQOncLmg,"They scammed my friend and she lost $90 because of it since she had prepaid. These people are HORRIBLE. Don't stay here. There was urine all over the toilet and burn marks on the beds. There were pubes in the bed, and in the sink. Also, there were holes in the wall and the mirror was cracked. Probably bed bugs. Just pay the extra money to stay at a nice hotel. This one is a sack of crap. My friend will be talking to a lawyer. We're college kids who visited Philly, and we wanted to stay at a place on a budget. I did not appreciate the catcalling from the meth heads, nor did I appreciate the staff peeking into our room.",1
0_AlMRUk3bLJJ3xqN0g4_w,"The hot corned beef sandwich was nicely presented, but had way too much salt. It tasted like it might have been from an industrial source--do they have thinly sliced corned beef in cans?

Our waitress was very friendly and helpful. It's a shame the food wasn't any good. The 8-page menu should have warned me off--how can you possibly make so many different things well?",2
-hq56dQRwxW97P7WbiAhIQ,"I've know I have had Fresco's before tonight, unfortunately, it wasn't very memorable. So this review is about tonight's meal. I called in my order around 8:45 pm, well after the dinner rush. It still took over an hour for the food to get to me. Funny how it arrived 10 minutes after I called. Just the amount that it takes to get from Frescos to my house. And when I got my food, it was cold. You know how cheese hardens up on your when its cold? Yeah, it was that cold. $12 for cold pizza? And to add insult to injury? The chicken was super dry. Next time, I'll pass.",1
-8ZF6o3ntc8LBjhlSWaoHg,Had a great dinner here tonight. The shrimp appetizer was very good as was the pot roast and chicken and waffles. Cant wait to go back,5
cUqAeLjBPfDMitlnqd8dQw,"I was excited to come here after reading about the fresh donuts in all kinds of fun flavors. It was worth the beautiful morning drive to get here at 0800 opening on a Saturday morning. I went right at opening thinking the place would be crazy packed, but surprisingly it wasn't during the time I was there.

I believe their menu might change a bit with the seasons but don't quote me on that. I just thought I saw/read they had Christmas selections out but don't recall any flavors being particularly for Christmas. Maybe I overlooked it or misunderstood. But either way, so happy with the flavors and quality and friendly service too!!",5
QbSGZK6Ikf5tniHgUTTXQA,"Something has happened to the Eegee's quality. 
My Eegee's Fizz lacked the fizz and was full of lemon seeds at the bottom of the drink. My husband's Tea-Eegee's lacked the tea flavor and the Eegee's slushy consistency. Disappointed after waiting in the drive through line for 25 minutes. I'll wait until they get their stuff together to try again.",2
B0K-w1D8TLVbHrlw2UwQQQ,"The Smiling Elephant possibly has the best Thai food in metro Nashville. I ordered the somtum green papaya salad and their house pad Thai with glass (rice) noodles (it should be noted, I did not request these and they are an option. I think the kitchen may have made a mistake). The ambience is one of my favorite features of this establishment. The warm, wooden-ceilings, floors, and tables complement the spotless, white walls perfectly. Gilded picture frames with elephants and royalty fit nicely with elements of greenery spotted throughout. The noise was raucous and joyful. 

The staff here is no-nonsense and speedy. Don't feel too offended if they are rushing, they just have so many patrons to serve and get through. That being said, hospitality could be improved. When I asked for a customer receipt, the hostess stared at me for a few full seconds before printing one out and tossing it at me wordlessly. Our waitress also served a table which arrived after us, leaving us to ourselves for an hour without food on a Tuesday night from 7-8pm. The food is good, but not that good. Our entire table felt slighted, and we were not alone. All around us, patrons were asking for receipts, requesting service, and requesting boxes. While the waitstaff succeeded in getting people glasses of water, that fulfilled the minimal requirement. The lines were exorbitant for a Tuesday excursion, and the service did not warrant the hype previously given.

The parking is atrocious. People will meander around the lot because they don't want to stand in the crowded, claustrophobia-inducing line at the entrance. There is a private lot down a long, sloping hill which is near impossible to get out unless you grit your teeth and say a few prayers. Yikes. I will try again via takeout, please. 

Not the best Thai place due to location by a long shot, but you could do worse than the Smiling Elephant. Plus, they make a MEAN, green somtum salad. That alone should entice you through the parking lot from hell.",3
UUZWq1Y0gpqgJwWFcSYOkw,"Perfect for special occasion (read: $$$$).  Candle-lit, chic black chairs and thick oak tables, well-dressed waiters and diners make for an intimate ambiance and upscale experience.  The focus here is tapas and wines (obvi), but feasts include a whole pig roast, lobster paella, and special occasion pre fixes.   

I recommend splitting a pitcher of the white sangria, and adorning it with pulpo, mussels, and an ensalada verde (as large as an upside-down cereal bowl).   

It's Garces, so good cheeses and meats as well.  If you are into that .",4
Ffz30jsUpuDw8YcbFazBFg,"stephanie the owner of wags is zany and fun ,,, she has a huge following due to her love of animals and her abilities with people ,,,,,he service is both affordable and convenient !!!! i recommend several dog walkers to my clients and she is definitely at the top of the list !!!!      prices are reasonable and competitive and she is very flexible !!!!!     please check out her services !!",5
H56RVc5X4ATzT_H3EYTahQ,Absolutely love the IMS. Same shit every year but it never gets boring. Be prepared to spend so much money but it's fun in the process. Food is over priced and alcohol is never strong. Good thing is you can bring in your own bag or cooler (look up size limits before going). When they have big events going on there is tons of free stuff. Carb day was amazing this year. Around race time the IMS is the place to be!,5
AoDGAZHB8lu-jul-JKjB-A,"I enjoyed the food, the staff, & the ambiance I really like the black & white look. it was loud it made it hard to hear the waiter poor guy had to repeat himself, i think its a combination of the music that was playing in the restaurant and the live music playing at the next door night club, & parking is tricky. However food was great. I've had the coconut soup, fried rice, drunken noodles, spare ribs, & of course thai tea and Everything I've had is delicious price per entree is around $10-&15. I will definitely be back!!",3
Hzh_m2vJriVdqD8bvShMqA,"We love the bar and all the food they offer.
We are trying everything, and so far, it's all great!
Heather and Brandie are great hosts, and keep your glass full.
I had the inside out quesadia special yesterday, and just had left overs for my lunch.
My wife had the fish and chips, and they were also great. At 8 bucks it's a real deal.
We go every week and will continue to...the beer selection is real nice.",4
DcfXxXX153Aghicv5XD35Q,My wife and I love coming to splash island.  We got in easily and there is so much to do once inside!,5
LKuF8ajFHTubOqFj9Q4Jcw,"This isn't a review of the food because I never got the far. This is a comment on the stuck up nature of the hostess when we went on 2/21/18 around 8:30. We had been to the area during the day to walk around and have a beer and everyone was nice. So we figured it'll be a good place to have dinner. It was a Wednesday and it's a big place so I assumed no reservation were necessary. Anyway when I walked in with my wife and mother-in-law she looked at me with a weird face ""like, why are you here?"" After an awkward few seconds she forced a smile. I ask for a table for 3. She replied, ""Yeah at this point in the night we're not taking walk-ins."" She said you can try the bar which was clearly full while at the same time Not looking in our direction. She didn't offer anything along the lines of an apology, can I reserve something for you on another night or this is a better time if you don't have reservations. We weren't too casual it was a nice summer night so I had khaki shorts a nice T-shirt etc. The ladies also looked respectable.  Maybe she doesn't like Latinos. 
It a shame because it is a nice place but I guess you have to look a certain way.",1
sT2GHu_z05QJYQeN5qHp_A,"WARNING! THEIFS & WILL BREAK YOUR PROPERTY! Do not hire these people. Not only did they break my 55"" TV on move in, they stole my property (of all things my underwear bin.) they showed up 2 hours late to unload my truck, and when I asked about the theft and breaking of my TV, I was slandered, cursed at, and told ""Eat 2 Dicks"" and ""Your a horrible excuse for a human being."" Not only do they have terrible customer service, but they are unprofessional and unaccountable.",1
hz7UIyrWXA9T3Wn49zT8ew,"I would've love to give zero stars, but it won't allow it. I called and set up an appointment with this Orkin branch. ""Technician"" was scheduled to come here between 12 & 2. 2:20 I called and was told they tried to contact him and his phone went directly to voicemail. He must be on the way. 3:30 I call again. Again the technician is called and no answer! I called back at 4:30 to see what to expect. Another phone call to the technician hours unanswered! I asked to have a supervisor call me. No response from anyone! I finally called back the next day and was told I could be rescheduled the following day! Very unprofessional business and will NEVER call again! I recommend Todd's Pest Control!",1
jy9OrlGy8wojDjNpXbrhcw,The starbucks was closed when we got here so I tried their latte and chai tea latte. Their menu is very limited but they has enough to satisfy your coffee addiction and please your sweet tooth. There was only one lady working the cash register and coffee machine so be prepared to wait if there's a long line. Not a bad way to get your coffee fix though. The service was also very good. Friendly staff and good coffee. Better than starbucks to be honest. I recommend coming here than Sbux if you want good service and a good cup of joe!,4
-sAXyLhTt77mRNbHDWYZtA,Pretty decent custard and the nice boy behind the counter was super sweet and helpful. I'll be back again tomorrow before I skip town! :),4
2-mWG4hJxYR-2ea8K-u4OQ,"Couples Prenatal Yoga with Stacy Broussard proves to be creative, calming, and easy for a beginner like me or challenging for my intermediate level yoga mate. Her voice is soothing and really takes you deep into relaxation. Highly recommend Urban Breath and Stacy.",5
1M19urEw8hDXzW-dPvYK3g,"Food was great, had the wings and they make some of the best wings I have ever had. Great small environment where I got to enjoy watching the NFL draft eating wings.",4
YHTJxSPo1_XlWO0S_HiRQw,"I think this place is ok, or maybe it was what I ordered. 

I had the pecan crusted chicken atop a salad. Honestly I didn't taste any pecans, but it was definitely a nicely fried piece if chicken. Now the mustard dressing was good, it kind of reminded me of Outback's honey mustard dressing. 

Would I return?  Sure. Will I order the same?  Nope.

For $14 for a salad I expected a whole lot more.",3
1gQeV__Opswx5_VEREx-LA,"I love this place so much, the only place I trust with my pups. Thank you for your service & patience.",5
gND_d_09htkz2GT_dsYWtQ,"I had to move into an apartment very last minute and they did everything they could to make my move-in process quick and easy. They were helpful in all aspects of the move-in including movers, making sure everything was right in the apartment, and sending dimensions to my designer. Great experience!",5
Z086bQiDJRtIHkISyB-Jow,"It was only okay, especially since we waited over 40 minutes for a table. It's pretty crowded inside and we were pretty much 4 inches away from another table. The server was fine but didn't seem friendly and wasn't trying to make sure our experience was good. It very much seemed like it they were trying to get us out as soon as they could. 

The gumbo and jambalaya was good but they were super salty.",3
p9st9dEMQUtw4k4fOTKUqA,"Came over here on my trip to New Orleans. Needed a sports bar to watch college football and came on a friend's suggestion. Definitely a dive bar. Good amount of TVs for the many football games that were on (came after the LSU game). 

Had their catfish po-boy, which was excellent and a good price. They also have a really good beer selection, including local beers.

Place gets 3 stars as my experience was tainted by a ""bus"" of bros/sausage fest that came in around halftime of my game. They also need to have their restroom cleaned more often.",3
xPppoMRZ68Abt0iDdnjl2g,"Bleh...what a disappointment!  I was expecting a lot more out of this place.

I went for the lunch buffet with 2 coworkers. Maybe we should have known something was up when we showed up and there were 4-5 people standing around bored and waiting to greet you. There was no lunch crowd at this place. It was not packed at all. Some of these greeters should have been in the back cooking instead! Then they proceed to seat us at the furthest table away from the buffet. By the way, there are stairs at this place mind you.. So you must be able to balance and carry strange ""tray"" plates as you go up and down the stairs to your table.

As for the food.... it seemed like it was basically good quality food. But, there was not a whole to choose from. There is a very limited selection of choices. There was a sign offering salmon with  a crawfish tail sauce, but the pan was empty. I asked someone if they would be bringing more soon. She said she would check. When she got back to me she told me that they would have some more out shortly. Well, after waiting 10 minutes, the cook puts out sausage instead. (!) He proceeds to leave the salmon sign up still. I asked him when the salmon would be up and he told me they were all out. (!) So much for waiting around wasting my time for that. (By the way, I don't like sausage...so couldn't eat that.) Since there wasn't much else to eat, I got myself a bowl of the strange looking light colored gumbo. I've never seen a gumbo that looked like white gravy before.. Even though it didn't look right, it tasted fine. One of my coworkers gave me a piece of her beef since I was not able to get any meat. We all agreed that the beef tasted good, but it was cold. Cold food..? O...K...

We felt bad for the people at the table next to us. They kept asking to speak to a manager because they had been waiting over 30 minutes for their meals that they ordered off the menu. For some reason, no one could get a manger to them and when she finally did arrive and they told her their story, all she offered was a free dessert. Kind of strange that it would take so long for their food to arrive when the place was empty.. (Like I said... send the greeters to the back to get cooking...geez...)

I don't think I'll be coming back here anytime soon. They have a lot they need to work out still. Also, drinks are not included with the buffet price. I figured as much... but just a warning to those that are used to drinks being included with your buffet meal.",2
m_D7d-cCV4_NiOQXXp4MPw,My favorite place in Nashville for meat & three and hashbrown casserole.,4
llNd3DuJaAzwt3jCwnqqUQ,"I recently called to inquire about making an appointment, while the representative that I spoke with seemed friendly enough, all I wanted was a basic cleaning and my insurance does cover cleanings and X rays they were ""mandating"" some sort of imaging that the insurance would not cover, I informed her that I could not afford this she told me that I pretty much didn't have a choice. I do fully understand the importance of dental health but I do not appreciate being told that I have to pay for something or I would not be seen. There was no compromise, such as paying installments or being billed said amount and that feels unreasonable. It definitely made me feel as though all they wanted was my money. I highly doubt I will be visiting this establishment.",2
