review_id,text,stars
I4ZAOw7Iisa8qZO_bMOMyw,"I'm a college student, and I was worried that when I came home I wouldn't be able to find a local coffee shop that would be as good as the ones in my college town. Then I discovered Craft Kafe. I first went a week after they opened. Then, the only people there were the baristas, my mom and me, and the menu was small. I went back this past weekend with friends, and I think I've found my new coffee shop! We went for breakfast and everything was delicious. I got an egg white breakfast sandwich with avocado cream, chicken sausage, and provolone cheese. Delish. I also decided to try something different and got my caramel latte with almond milk - it was a great choice! 
I don't have a gluten intolerance, but it's good to know that I now have a place to bring my gluten intolerant friends where they don't have to worry about what they can eat. 
If you're in the area (or even if you're not), I would definitely suggest you stop by Craft Kafe!",5
ZW7gNzFVy7sn13vGNg4WeA,Fun place. Really good cheap food. Just wish you could take it to go. Drinks are fairly priced.,4
-43VQhdsmxIfrrPTskyk8Q,"Beware Morton's LIkes it RARE! 

Last night was the second time I've been to M's in six months, and both times my filet was just RAW on the inside. The first time I asked for Medium Rare, since I'm a fan of rare, but much of the inside was raw meat. So, this second time I ordered it Medium with a bit leaning towards Medium Rare, and the waiter confirmed my description in his own words and I agreed. Again, the filet came out with the majority of the inside raw meat.

Mister no name got his straight up medium and it was as RAW as mine was in the middle! I'm a fan of the rare, but as I did six months ago, I ate around the raw cow and left a red bullseye on my plate that i had to place at the end of the table to get it away from me until the waiter came back and took it. 

We both agreed that next time we will be ordering our meat Well Done, which will hopefully come out as a Medium!

Also, I have to comment on the outrageous drink prices there. On the low end the average of 15 bucks per glass of wine is ultra ridic. For a super fancy martini there, ok, but even then i don't think their drinks are super fancy mixology kind you'd expect to pay almost 20 bucks for. And, my 13 dollar wine glass wasn't even poured generously, as I've had at other places where the wine is expensive but you get a good glass of it.

I'm still giving it three stars because the salads are huge and the sides are ok and I don't pay for it. :)

And, how awesome is a place when the hostess pulls the giant table out for you to crawl behind in order to sit down? Well, that doesn't make it awesome in a good way, but more like 1980's power suit steak house movie scene awesome.

Finally, as to be expected, the DUDES were in FULL FORCE. BUSINESS, YEAH!",3
GLfmyPNf_7TwOPfsDEcFSQ,"It's been awhile since I've had Korean food. Since Philly has a Chinatown, I thought this place will probably be legit... Dae Bak is located in a 2-story center and is located upstairs. For being a large facility, you would think the place would be air-conditioned... it is not. Dae Bak takes cash or card. If you pay with cash, you receive a discount. 

Just like any Korean restaurant, they provide you with an unlimited amount of side dishes to complement your meal. We started with the Seafood Scallion Pancake. I'm not sure why they would cut it like a Pizza... you can ask for them to cut it into squares. The Seafood Scallion Pancake is perfect for any seafood lover. You will find squid and other bits of seafood in your pancake.

For my entree, I ordered the Jeyuk Dolsot (Marinated Pork) Bibimbap. It was extremely flavorful and tender. If you aren't a fan of spicy, this is a fair warning-- this is a hot one. We also ordered a side of the Bulgogi. I'm not sure how you can ruin Bulgogi, but here we are. The flavor was extremely off. It was so awful, we trekked half-way across the country, only to realize, we didn't want it, even if we were starving...",3
ThEyGB66p3zwbCQaVKknDw,This is a carry-out place. Besides the things you would expect they also sell bags of frozen pretzels that you can make at home and containers of Ted Drewe's. I've tried the sausage pretzel 'sandwiches'. I enjoyed it a year ago but when I went back this week the pretzel tasted bland. I got the impression from the older female staff member that I should have known the answers to my questions.,3
SYPfdOEcHKkmdQ41vCmw0w,"OMG - if I could give them 0 stars I would.  I contacted them about a Jeep that was advertised for $32000.00. I'm in California and was planning on purchasing and then flying out to pick up the Jeep. I told Tony I was ready to commit and asked him to work up pricing. 

Here's where it gets completely shady. Tony comes back to say they've added ""a few"" after market modifications: raised it, changed the rims and tires, added armor plating, pulse braking, and the Jeep version of lo-jack. Oh, and the price on their website reflects ALL the available rebates (so you'd have to be an active military, first responder, realtor to get the rebates. Yes, all three at once). He comes back with a final price, including tax, of $48,000.00.  Yes - FIFTEEN THOUSAND DOLLARS ABOVE THE ADVERTISED PRICE!!

I told Tony the ceiling of what I was willing to pay, and he said he would speak to his boss and get back to me. I'm still waiting to hear back...",1
CSdvJE_GfTma-5JL1eGNzA,"Wonderful food,but I cannot go to the buffet, even if they still have it.  I'm sure the take away food is just as delicious as their buffet and recommend everyone who loves vegetarian and vegan food to try it. I'm sure if you order take away, you can specify vegan or vegetarian, I'm not sure.",5
2RJHvSi3iq9bEu2zf-_jAQ,"Once a great establishment that I would go and drive out of my way for. They had the best breakfast burrito I've ever had as well as great chicken and steak traditional burritos. Management decided to make the highly questionable decision to ruin that for me and the rest of their large following when they went 'plant-based'. Just very disappointing to see and I will never step foot back in Honest Tom's ever again (until they realize that Mexican food sucks without meat and go back to their ""roots"")",1
sfRs1PWYJuL3ipK9xDNWCA,"Incredibly unique concept, kind of a food court restaurant with gorgeous decor and a wide variety of comfortable social seating. Great place to meet people. Float around among the bars and sample food from the various stands - you will get excellent service no matter what part of the venue you land in. Tons of food options (but not too many! The menu is well organized and sectioned, makes it easier to make a selection among all the food stalls). Poke bowls here are amazing, and definitely the bao buns! Craft cocktails here are as unique and fun and elegant as the atmosphere.",5
DYg_antEXJDWvxO2xNDa5g,Tried this place today from word of mouth.Personally it wasn't that great cheesesteak wise.I wouldn't recommend anyone to go here if you're looking for a GOOD steak.the good thing was it had plenty of seating,2
Cg3Ry-JCivgfyfdrwzqyUQ,"Came here for Lunch, since it's at a great location, very close to the Wharf on state St.  I came in specifically for vegetarian food as they have lot of options for vegetarians and I believe vegans too. 

The atmosphere is casual, where you find your own seating and then order at the cash register. There was a queue of 5-6 people at the register to had to stand in line for about 15 mins to order food, which was fine.

We ordered the Buddha Burrito and the Vegetarian Tamale.  Both items were served with side salad and really good choice of dressings. But the entree were just okay. Nothing too great about the food. The Corn bread with the honey butter was delicious though and I would go back just for that.

My only problem with the food was that our food and from what I saw served around me, the plates that it was served in were way too small. The entree took up the entire plate and the side salad was somehow forced on to the plate. It was difficult to eat the food without spilling it over since there was absolutely no room. I am not sure why can't they use bigger plates or give salad on a smaller side plate.

Overall an okay place if you are looking for lot of vegetarian options at a convenient location close to the pier.",3
mkM-0UHFSQsNicVlFPpj0A,"Excellent place to go have delicious food. I went for breakfast  and had the porkchop, delicious , wife had the seafood ommeltte.  5 stars .",5
vhPCT8nyI-PA-3zuY8vmDw,"Last November 04 I bought a Mattress with frame and everything else in the South Edmonton Store. Until then everything was perfect, everybody nice and very helpful, fast service, they even find a mattress to delivery in less then a week which they said didn't have in stock.

Less then 2 weeks after the delivered the the stitching on the bottom of the mattress starts to open, then:

I call the customer service - answer - you have to call the store.
I call the store - answer - you have to call the serta to fix the mattress.
I call the serta - answer - you have to go though the store.

After talking with the lady at the store, responsible for customer service she said she would contact serta and ask them to came at my house and fix the mattress.
Two weeks later - NOTHING. And I call her a few times between this two weeks and she even said they don't reply her emails. 
Today I spoke with her and she said they reply her (just today) and ask her for more information, but she don't know when they will reply her back or come to fix the mattress.
I sent a email to the Head Office Customer Service and they didn't even bother with a reply.

Terrible place to buy anything.",1
QBplOcEpgDJrb5ZahXl9HA,"Because of it's creative international fine dining, one of the largest wine cellars in the country, phenomenal service, state-of-the-art decor, and overall elegance, Sidebern's is the best restaurant I've ever been to.

They recently changed their menu, and it's still spectacular but more diverse. They now have a complete vegetarian menu, the meat menu, plus a Mediterranean food menu. 

My suggestion is go for the tastings where you can have a six-course dinner, each dish beautifully presented and each paired with an extraordinary wine selection all the way to the dessert.

It's a bit pricey but well worth it. I will go back again and again...

@TravelPlusWine",5
lbEQgWyEJu4GUKd-qHq2nQ,Nothing wrong with this place. The movie selection isn't always my favorite but they make up for it by showing some awesome flicks that I do love.,5
Cq4OQ7Mwq0GDCy8bA84afA,"Free admission before 7PM and after that it is $7-10.  This club is unique because the lap dances are done on beds, which make them more fun.  $25/song is standard prices for strip clubs but it does add up fast.",4
uyqkH4CioXHits2uib45fg,I commend the mall on having more up to date not so unhealthy choices.  But designated smoking area next to the food court next to the doors?!? Are you kidding me?!? As if the smoke wouldn't just waft right into the food court. Lame,2
CRLytdGBrG63bPd3YZaFSQ,"A friend of mine who had been here before and had nothing but good things to say, brought myself and another friend of ours here on Saturday night. We had to make a reservation which is typical in Philadelphia on Saturday evenings because restaurants typically tend to get very busy. We sat down upstairs and ordered a round of drinks. Followed by another round, guacamole, empanadas and two entrees. The drinks and appetizers came out timely, however the entrees felt like they were taking forever. A manager approached our table and apologized for the wait and informed us there was a miscommunication in the kitchen regarding our order. He then proceeded to take a round of drinks off of our bill and bring us complimentary chips and salsa to hold us over while we waited. When the entrees finally came, my friends vegetable paella was underdone (assuming they were trying to make up for the lost time) and she asked to return it. Another manager came to our table apologizing, took it off the bill as well as all the appetizers we ordered. A $100+ bill ended up costing around $54! Although the service was slow and orders not correct, I am very impressed with the way it was handled by the staff here. We will most likely be returning again and hopefully I can change my review to 5 stars.",4
s3vhUpwJmTkS2QxzxTMw3Q,"See, it's hard to yelp accurately for them because people are always leaving and they are hiring new people. They did a wonderful job with my makeup but they are so expensive.  they keep trying to sell you stuff the whole time which gets annoying.",3
15QoLO2FJh35ygLOrFBMpQ,It took over 10 minutes in the drive threw to get a smoothie and muffin. That is ridiculous for a drive threw breakfast place in the morning.,2
luDhIr3hHtlMe8-4m9NMAQ,"we went here for restaurant week recently.

the service was great.  very attentive, funny and charming.

the food was what you would expect for restaurant week:  safe, good, the portion sizes were a bit smaller than their normal fare.

all in all a good restaurant, but i don't know that i would go back for restaurant week again.",4
e-iEyc6vUxeqUVoqbHnacw,"I've been a member at PF for about 8 months now and I absolutely enjoy it very much! The people here are very welcoming, super friendly and they're always smiling! They greet you as you enter the door and say goodbye as you leave! This gym doesn't have a ton of equipment, but it has enough for a gym. There's an elliptical, plenty of treadmills, bikes, and different types of weights. Their locker room is super clean. there's a few different sections to the gym which is really nice! they have a 30 min weigh training/session type of room that's very useful! They don't have a stair stepper. All of their cardio equipment have TV's. Only downfall is that the hours are very very very super limited!!!!!! If they extend their hours, especially on weekends, they would have more people signing up at their gym. Other than that nothing beats $10-20 a month + an annual fee each year.",4
kkdUhIG3xpknMfXbU1SCrw,I love the atmosphere and history of this place and the cheeseburger on the french breadmay be the best burger in America,5
k2jqKgcctEBWeGGTXeG9Bg,I cant stress this enough... GET THE CHOC COVERED BANANAS and you will die a happy person!,5
M2HSRfDOKuYCphmdvQiOCg,This was on of the best omelets my fiance and I ever ate. I attempted to eat healthy and had the Florentine and it was delicious. Definitely not healthy. It looked like a stick of butter melted underneath it but when on vacation who cares. The biscuit was one of the better ones I had down here. Service was great. Our waiter helped us eliminate some taxis and tours by directing us to the world war II museum and areas that we could walk to and didnt need a tour guide. We live by some phenomenal omelette places that serve over 200 and every one is more delicious than the next but this may be the winner. If we didnt have a rule of not going somewhere twice on vacation I would of been back the next morning.,4
3ju3IkyBHHDCytVDeeUOzA,"I'm not from the Tennessee area, so I've only ever been to a Belk one other time and it wasn't a great experience. I needed to get a couple things before headed out of town tomorrow so I decided to give them another try.

I stopped into the Mt. Juliet location on a Sunday afternoon and the store was clean and fairly organized. The clearance racks were jammed full with clothing (great for good deals, bad for actually looking through the clothing to find them), and after walking around twice, I was able to find the items I needed that fit me.

I went to check out and Kelsi was my cashier, she was quiet, but friendly. After scanning my items, she pulled a coupon out of the drawer and scanned it, giving me $20 off, score!! Such a nice action and increased my chances of coming back to Belk in the future!",4
OXDr0gC0Rt2fU6rUiGhxJg,"Year 2 for Deadmonton Haunted House and this year Ryan Kozar stepped up his game. This year it is at the old Paramount Theatre on Jasper Avenue and the lines are treated better so you aren't standing in the cold as long. The guest are greeted with popcorn and in groups of 40 taken into the theatre by creepy ushers to watch a 5 minute short by Richard Lucas. Afterwards that 40 is lined up in groups to go through the haunt while the next 40 are being seated to watch the movie. 
The scares have also increased with many convincing, talented actors. Without giving anything away, the dread and ambience have had people screaming, shaking, crying, laughing and overall terrified. Not to be missed and I will be waiting for you inside.",5
6AK73Ymp97DVZ18K9I1FNQ,I grew up in Florida and have been to many pollo tropicales and this is by far the worst one I have ever been to and clearly nobody cares after all the bad reviews they continue to do the same things you read in the comments. Service was terrible as mentioned before the guy taking the order literally rolled his eyes in front of me when I asked what is in the quesadilla wrap. My husbands chicken was not cooked all the way as mentioned in the other comments. Food was the worst tasting I've ever had from the chain. Does anyone care? I highly doubt it. Trust me take your money somewhere else that actually cares!,1
ug5YgCzf-tnyQ2QozMpU2Q,"I love the space.  The manager is a gem.  Too bad the food just falls short.  

Service
I like a chatty waiter, but when it interferes with prompt service for us or other tables, I have to call foul.  Like some others, here, we had trouble getting more bread after the initial offering, and one in our party got to the ""impatient point"" waiting for a beverage refill. The waiter was hard to flag down, service was a bit slow -- and that might have affected our entrees (see below).

Salads
Endive & Arugula Salad was 95% Arugula and only 5% Endive.
The waiter brought more endive when we pointed out the issue.  

The Kale Salad with Anchovy dressing was good, but _very_ lightly dressed.  Some might want to ask for extra dressing on the side.

Pasta
Both pasta dishes came out lukewarm, dry, and congealed to solid masses -- they sat under the warming lights too long before being brought to the table.

The manager was no-nonsense and owned the problem with no hesitation. She apologized and took both dishes back to the kitchen.

Chitarra Aglio e Olio
This is a classic Italian comfort food equivalent to American noodles & butter.  Once the hot, non-congealed version arrived, it was comforting, but obviously not haute cuisine.

Bucatini Alla Carbonara
When I ordered, I told our waiter that carbonara is one of my test dishes for judging an Italian restaurant.  Tsk.  Even the fresh, hot version did not have enough liquid in it to allow the sauce to maintain its creaminess. Less than halfway through the dish, as it cooled, the sauce congealed onto the pasta.  Carbonara is thickened and flavored with egg yolk. You need to add extra liquid (cream or pasta water, usually) or it becomes like pasta in pudding rather than in a sauce. Finally, I do not know if it was the chef's spices or the spices on the guanciale, but something about the flavor (white pepper?) vaguely reminded me of KFC.  It wasn't bad, per se, but definitely not carbonara-like.

The manager comped our dessert and the dairy-free Fudgecicle (sorbet?) frozen dessert got rave reviews around the table.

As much as I like the place and manager, the mistakes are just too hard to ignore in a Pastaria. 

I might go back... 
They sell fresh uncooked pasta by the pound.  I might go back to buy fresh pasta to take home and prepare with my own sauces.",2
RmitCk7tIwLvXVVlnOZ-IA,"Busy spot! Food was delicious! No waiting around, which I loved that part. Hit this spot up for a great Mexican plate!",4
vfiqnDLNXp8hStTwhnOUTQ,"One of the best and most authentic Mexican food places around!  Very quaint, love the atmosphere.  If you have to wait, its well worth it",5
D73_HyopVrDQ017Vm4oLLA,"Camino Real is an okay shopping center and by no means a destination, unless you want to go to Costco from Santa Barbara.

Compared to other shopping centers in other cities, I consider this one bland in appearance with unremarkable stores.

There is a nice farmer's market twice a week though and I do like frequenting Costco. The Starbucks is pretty nice as well with multiple tables for outdoor seating. Other than that, Home Depot, Albertson's, Staples, Ross, and many of the other stores are just standard and most of the eateries are disappointing chains.

Oddly, ""CAFE ZOMA"" on the other side near Albertson's had been closed for over three years and nothing has replaced it! I look forward to seeing how this shopping center transforms. (A French Press is currently under construction across the street from the center, by Chipotle!)",3
o47ZCntTGDNRihVuRGaH2Q,"I got their menu in the mail and decided to give them a try. The menu itself is very nice, I decided to try the seafood spaghetti and their wings. When I got my order I was disappointed. The spaghetti had maybe 5 small shrimps in it( they were cut in halves to look like there's more I guess) there were no crab meat at all. The entrée was 15.99 and it was totally not worth the money. The wings were decent ( they were 9.99 for 10) I guess my expectations were too high for this place, but I won't be patronizing this pats anymore.",2
P8ymj35Ktkw6h5OCM_y6FA,"We waited a while to get served, which is fine. The food was amazing although My rice and beans were served cold. Service was just extremely slow, no one came in to check on us/tell us that food was coming or sorry for the wait. The place looks run down and a little dirty. We got there before most of the people in our area and got our food last (even though the other groups were a larger party).",3
7ojAlHgZ7SdWuDVBmcMc3g,"Sadly, disappointed by one of our favorites! They were out of all flatbreads. When I received my sandwich: it was thrown on to the plate; the bread wasn't even put together.
The lemon orzo soup: the lemon seeds were still in the lemon slices: no one wants to bite into a lemon seed when they are eating soup.
Panera is a great company, and we visit it all over the country. It needs to have consistent excellence in all their restaurants. This was far below the standard that we are used to.
Only 30 minutes of free wifi available.",2
pynMwfB8sMyvMdZl-dP0JQ,"The worst McDonald's I've ever been to.  Didn't learn the first time, and tried them for a second--I won't ever return here.  Slow.  Unfriendly.  Too many personnel, not doing anything, yet MANY people waiting in line to order, and for their orders to be provided.  Then, they aren't correct.",1
eGBXrvdShooWm0hio46xdA,"Absolutely DREADFUL. Overpriced, service left a lot to be desired for the price. Food is mediocre and embarrassing to be quite honest. Too much attitude for undertrained staff. Would I recommend this mostly canned food place? ABSOLUTELY NOT.",1
y1KqVzu5qAdmoFUI2-yhmw,"On my first visit to El Mercado San Agustin, I was a completely charmed. Yes, there were a lot of vacancies, but I had no trouble seeing where this little dining and shopping plaza was headed. Or imagining what a cool addition it will be to this still developing part of the Tucson's downtown. 

I just wish we didn't live way, way, way the heck over on the other side of Broadway! 

That first Sunday morning, a group of us ordered breakfast burritos from Taqueria El Pueblito and sat in the sun around the patch of grass in the courtyard listening to the Louisiana style ragtime tunes (accordion, washboard and all) of the Awkward Moments. It was just delightful.

The second time we visited was for Ana T.'s superb Juiceheads event. The small Thursday evening farmer's was still on and our group met in one of the commercial kitchens that can be rented by the hour by aspiring caterers and food vendors. Yep, Mercado Kitchen is a fully licensed and equipped commissary dedicated to fostering the growth of small businesses. Seriously, how cool is that? 

That night, after we were thoroughly ""juiced,"" Debbi W. and I strolled over to drool over the cakes at Dolce Pastello. I expect my next visit to be a completely new and different experience. Seems like I heard something wonderful about pumpkin empanadas at La Estrella Bakery...",4
YY1ZOstC-O2VCHqmFtQp7Q,"Food is good! Has super good drinks and the Mexican mule used to come in a cute little adobe pot (hoping the little pots will come back). My server Nina was very good and welcoming, also gave good recommendations. Some of the other servers I've had here were not quite as good. Really good salsa.",4
oL5e_pAPRUcf3gxo5Au5RQ,"I ate here tonight and the experience compelled me to write a review. First, the wait staff and management are wonderfully friendly and accommodating! There wasn't a single employee who didn't have a smile on their face. 

Food service was very quick, and absolutely delicious. I gorged myself on biscuits and gravy; another notable mention is the smoked sausage. The strawberries in my strawberry lemonade were fresh and perfectly ripened. Seriously, the quality of food was awesome, far better than most chain restaurants. 

My only regret is I didn't leave room for dessert. The pie case looked amazing, and they've got ice cream shakes (which is something I've been longing for on this end of city ave for MONTHS). Looks like I've got a new Sunday breakfast spot!",5
TY19jC4z_ccJJ1365R6L1g,"walking around chinatown, we struggled to find a restaurant that could handle our group of 10, but they did so perfectly & patiently. we had shanghai pork dumplings, steamed veg dumplings, shanghai style udon, and sautéed rice noodles taiwanese style, all of which were great. prices are extremely affordable, and we would definitely come back.",5
BJzZvQ1HtiR8-kOp5tzT_Q,"For starters, I love the idea of being able to drink beer and just hang out and play games so I was probably already a little pre-sold before my first visit even started. 

Beercade is located upstairs and is right beside da-de-o's. The space, itself, is quite large and there is a lot of space to move around and mingle which I would assume is ideal on the weekend. I can see this place getting super busy (i went on a week night and it was slow). There are two bars, with the primary one being right in the middle of the venue. The outer space is surrounded by video games, everything from pool and air hockey to old school pin ball and shooting games. The bar has a decent size beer menu and their food is pretty good. We went on a Wednesday and it was 1/2 price burgers. 

I would say the only down side of beercade is that the games are a little pricey. You have to exchange cash for tokens and games are about a dollar or two depending on what you're playing. So if you're having drinks and a good time, it is super easy to rip through $20-40 on just games.",4
i2_Y_7cL2tY6gMPPFDWBtw,We wanted to give them a try because we live a few blocks away. The owner or operator came out to bring our dog in and was very kind. We showed a picture of what we were looking for and they did exactly that. Great job and very nice people. Will definitely be going there from now on.,5
Ps_Clms0YPMDLMQDJ6YCLQ,My husband and I had a Wedding Rehearsal Dinner at Anthony's Cucina Fresca on July 10th for our Son and future daughter in law. I reserved the upstairs dining area for my Event. It was a party of approximately 20 people. The tables where spaced beautifully to fill the room with great social distancing. All the staff took all precautions wearing masks. The staff were very courteous and we received fantastic service. I had spoken prior with owner Danny and other staff members to ensure the evening went well. Everything was great from the spectacular appetizers at each table that we had discussed to be placed on tables when we arrived and the bread and olive& garlic dip to snack on while having a cocktail. Had time to open a few gifts and for the Bride and Groom to mingle with the quests. Then two to three servers brought all the salads to everyone. Spaced out and timed perfectly. Then again there were two to three servers to clear the tables and then to deliver our meals. We were not rushed at all and it seemed everyone were eating at the same time. I can't say enough about the wonderful staff they were checking to see if any additional cocktails were needed and refilling water glasses constantly. Everyone ordered off the menu and there were only great complements regarding how delicious all the meals were and especially the homemade pasta dishes. The serving size was plentiful that many guests had some left to take home to enjoy again. My husband and I were very pleased with Anthony's especially since the dining in had just started with the County just turning green. It was fantastic that we had such a wonderful Wedding Rehearsal Dinner Event especially during this COVID-19 Pandemic. Thanks again to Danny the owner and his wonderful staff. I would recommend having dinner or any event to all my friends and family. Sandy K.,5
Uce4wiJ_pmBR3RKU1mM1Pw,"Benchmark is awesome! 

I'll keep it short and simple this time and list the best parts about it. 

-convenient location on state street
-awesome fried chicken sandwich
-best Brussels sprouts ever 
-amazing service 
-great prices, much cheaper than places on the same level in LA 

I really have nothing bad to say, this place is great, wish I lived closer!",5
w-TTEDbswtCnpY2zKLAQGw,Great atmosphere for a touristy place! Kiwi frojito was amazing! Food was good and service was great!,5
kOZLLNH2nJhmoltoJt1G7g,"In our household, Fridays are Pizza Fridays and we're not going to let a pandemic stop us! However, our usual spot was closed so we decided to try somewhere new. Chiquita's really surprised us! The pizza was pretty good - the sauce was sweet. I like my pizza to have a crispy crust so I just popped it in my toaster oven. We were depressed and ordered a bunch more food, fried Oreos (delicious!!), tiramisu (skip, it tasted like a refrigerator and nothing like tiramisu), and jalapeno poppers (good!). 

I can't wait to try their other menu items.",4
0jlsUnF0W8S2WQbCo6Ly0w,"Went here for lunch and loved everything I ordered. A cute place, a bit pricey but it is delicious.",4
