review_id,text,stars
es_0068624,"Tania

No eran modelo original de esa marca hasta el momento no he sido capaz de que funcionen correctamente por que ademas las intrucciones vienen en chino",2
es_0769379,"Funda protectora de agua para movil

Vienen dos, los teléfonos son S8+ y S8, perfectos, quedan bien. No entra el agua y se pueden hacer fotos sin problema y escribir, no se empaña. Al tener la correa te lo puedes colgar en el cuello o sujetarlo con la mano.",5
es_0344636,"VENDEDOR TIMADOR

No lo he recibido pasado unos meses. El vendedor no da respuesta. TIMADOR",1
es_0354990,"contenta

muy buen producto y servicio completamente satisfecho seguro volveré a pedir de echo ya consumo alguno de sus otros productos",5
es_0716218,"Es bonito

Es bonito, lo malo es que con el paso del tiempo se van deshilando un poco",3
es_0678471,"Funcional y da el servicio que debe dar

Perfecto, lo acabo de colocar en bandit 650 del 2005 GSF S y la cadencia de los intermitentes led van como deben ir.",5
es_0539821,"Fatal

Llevo esperando recibirlo desde diciembre.",1
es_0566646,"No cubre toda la pantalla.

No cubre toda la pantalla. Entiendo que es una pantalla curva pero podria ser un pelín más grande. Decepcionado con la compra.",2
es_0286018,"Que es como en la.foto

Si como se describe el producto.Cuando atrapa a las moscas se escucha",3
es_0963052,"No efectiva

No le pude cargar el código de la puerta del parking, siendo de la misma frecuencia.",2
es_0123965,"Calidad y precio

Me encanto el trato por el vendedor, fue muy amable cuando le indicamos los colores que necesitaba. Todo correcto. Fecha estimada",5
es_0994915,"Pedido con mucho retraso

Hace un mes que pedí este producto y no a llagado todavía",1
es_0109643,"Viene sin estuche, lo cuál es un engorro

son débiles. la unión de las lentes en la nariz se abre a mitad de nado, lo barato sale caro. compraré otras y de otra marca, claro.",2
es_0354025,"No las he probado pero el envío eterno

Hola, no he probado como funcionan pero lo que es la compra y después llegar a recibirlo ha sido eterno, 1 mes para recibirlo y otro gran fallo es la falta de intimidad, pone claramente lo que contiene en la parte de afuera del sobre, que poco profesionales. Un saludo.",2
es_0171620,"No lo reconoce ninguna Smart TV...un chasco...

Lo devolví porque mi PC se lo reconocía pero mi televisión Smart TV no probé en varias televisiones y en todas daba el mismo fallo....una decepción total porque precisamente lo compré para pasar contenido desde el ordenador a la tele.... Así que lo que habido devolviendo después de 3 días de uso sin conseguir que funcionara en condiciones",1
es_0424728,"el producto es bueno los gastos de envio excesivos

Compre el producto por error, no me di cuenta de los gastos de envio que me parecen abusivos, cuestan mas que el producto en si, ya no podia devolverlo y acepté mi error. Lo que es el suero, igual que las botellitas del mercadona. lo bueno es el aplicador de plastico que tambien vale para esas asi que al menos no ha sido tirar todo el dinero a la basura.",3
es_0751203,"Sorprende...

El libro enseña, a los que no lo sepan, lo bien preparadas que están nuestras fuerzas y cuerpos de seguridad.. El precio es muy bueno para un libro tan bien hecho...",5
es_0613559,"Estaría bien una batería más duradera o que venga con dos

Lo malo es que la bateria no dura casi nada y el niño no lo puede disfrutar .",3
es_0725803,"Peor cosido que un espantapájaros

Barato y de mala calidad. Como se puede apreciar por la foto, ya está descosido por debajo (hace poco más de un mes que lo tengo). Al final, lo uso para guardar los anillos adaptadores step-up que uso habitualmente, y para guardar filtros cuando salgo a hacer fotos uso tapas metálicas de Gobe, en vez de esto. Evitar.",2
es_0882489,"LA PEOR FUNDA PARA ESTE MÓVIL

La funda tapa el micrófono, tiene huecos enormes en la cámara y la huella dactilar, la peor funda que se puede comprar... Además no se nota que agarre bien el móvil y se queda por la parte de delante muy a ras con el cristal.. por lo que una caída de frente sería una rotura de pantalla segura. Servicio postventa nefasto.. ni me voy a molestar en devolverla gastándome un dinero en devolverla.. tienen mi dinero pero espero que el de nadie más.",1
es_0410511,"Mala suerte

Muy cómodo y rápido. Funcionó perfectamente durante un año pero de un día para otro dejó de funcionar perdiéndose todos los datos cuando el objetivo de este tipo de productos es, precisamente, hacer copias de seguridad. Ante el problema, aunque no me pudieron devolver los datos, en Amazon me devolvieron el dinero, lo cual agradezco.",2
es_0664182,"Lentes Para TV Movie Game DVD

estan muy bien por el precio.",3
es_0749314,"Muy bien.

Es totalmente como se indica, su funcionamiento es el correcto. El envío y el tiempo fue el estipulado. Todo bien.",5
es_0612327,"Uno de ellos rajado

Ha venido uno de ellos rajado. Es un poco pequeño y la planta más pequeña todavía",2
es_0887739,"Perfecta

La compré para regalo y le encantó a la persona. Es bonita y práctica; ideal y es exactamente igual que viene en la web",5
es_0673452,"No me gusto

No digo que este mal pero a mi no me gusto, es muy fina pero por lo que cuesta cumple.",2
es_0379916,"mal empaquetado

Compre este mapa hace unas semanas, y cuando me llego estaba metido en un porta mapas, es decir, un tubito de plástico, el cual venia abierto y faltaban todos los accesorios que prometen. Por lo demas, el mapa en si es precioso.",3
es_0589442,"Poco resistente

Pues en tres semanas se habian caido los imanes encastrados en el plástico, no impiden proteger la tablet pero demuestra la baja calidad del material.",2
es_0866370,"Calidad y atención.

Un producto de gran calidad, y un envío rapidísimo y sin problema. Sin duda, repetiré.",5
es_0025913,"Castillo bien, pedido mal.

El castillo bien, grandecito. Algo endeble pero supongo q lo normal. Eso sí, el pedido fatal, tanto q de regalo de cumple pasó a regalo de navidad, tardaron un mes y poco en enviármelo, pero se suponía q era una semana, no lo eché para atrás xq las navidades m quedaban cerca.",2
es_0543523,"No recomiendo su compra

Es caro para la calidad y el tamaño. Muy pequeño",1
es_0771246,"Ni fu ni fa

Bonitas pero venían torcidas y hacen daño en el tabique. No se si todas vendrán así pero se arregla yendo a la óptica a que las igualen.",2
es_0029088,"Rodillo Paint Runner Pro

Hola Buenas tarde, estoy muy descontenta con esta compra. En general es de poca calidad. La barra que trae se doblo nada más estirarla, es muy blanda, he terminado comprando otra. El rodillo tampoco es de mucha calidad. Gracias.",1
es_0371884,"DURADA LUCES INSUFICIENTE Y 5 DEFECTUOSAS.

Una vez activadas las luces, la batería duró minutos,, no pude ni iluminar tal y como quería.... tuve que comprar pilas de botón Cr... nuevas, porque las incluidas no funcionaron, como esperaba.. Además 5 luces, no funcionan ni con pilas nuevas.. Es un desastre de compra.",1
es_0470355,"Funciona en la tv

No se programa mas que con algunas funciones básicas o yo no he sido capaz de conseguirlo.",2
es_0750841,"Calidad un poco baja

En la descripcion pone que incluye las pilas AAA y no es asi. El soporte de la linterna es de excasa calidad y no sujeta bien.",2
es_0110421,"Mala calidad

Acabado muy pobre por parte de Revell. Gran decepción con esta maqueta. Las piezas no encajan o quedan huecos muy grandes que hay que trabajar mucho con masilla... Sorprende que otras maquetas de Revell tienen un gran acabado, pero esta...",2
es_0100297,"Fiable

Ha llegado al día siguiente de pedirla. Buenos acabados. Recomendable 100%",5
es_0904972,"soporte correcto que responde a lo publicado

por precio y calidad así como responder a lo necesitado.Algo difícil de colocar por la situación de la parte fija que va a la pared.",4
es_0131653,"Precioso

Lo he puesto en el salón y a quedado precioso, tal cual se ve en la foto",4
es_0055069,"No puedo evaluar un producto que no llega nunca.

Llevo 20 días de espera y no llega. Entrega garantizada en 4 días y no se nada de donde está la funda. Compra PRIME",1
es_0162846,"No protegen lo suficiente

Dejan mucho que desear. No cubren la pantalla por completo, lo que expone al móvil a romperse por las esquinas (lo que ya me ha pasado) y no quedan bien pegados, los bordes se levantan y hacen burbujas.",2
es_0929027,"Crema refrescante

Esta bien aunque esperaba mas, huele muy fuerte y no tengo claro aun si tiene algún efecto calmante o no.",3
es_0939622,"Buen precio

Reloj precioso pero calidad justita ..",3
es_0715782,"No recomiendo

Una porquería pocos y pequeños no lo recomiendo",3
es_0445420,"De momento bien.

Después de haber probado un cargador doble para las baterías de la Sony A7III y este haber durado solamente 3 cargas he decidido pillar este. El cargador se le ve robusto, funciona bien pero se calienta muchísimo. A ver cuanto dura y que es lo que me hace a las baterías, al final no deja de ser una marca con el sello de (no) garantía hecha en China. Lo cierto es que el porcentaje de la carga no es mucho de fiar.",4
es_0062507,"Quedo bastante bien

Me quedo alguna burbujilla que no di sacado, pero bueno para la primera vez no esta mal",5
es_0919193,"Ok

La cámara cumple y funciona correctamente.",5
es_0511130,"Cuidado!

No tiene nada que ver con las fotografías que se muestran en la imagen. Añado fotos para que se vea que no hay ninguna prenda igual",1
es_0866314,"Muy mal servicio de devolución

No me ha gustado nada, porque llegaron demasiados grandes, quise hacer la devolución y me pedian casi el mismo importe que pagué por ellos, por lo que no pude hacerla, estoy muy decepcionada del servicio de devolución",1
es_0480960,"No hace su trabajo. No funcionan

Me gustaba porque el lote era de tres y podía repartir en familia.",3
es_0144228,"No comprar chocolate ni vainilla. Si cafe

Es un batido horrible, tiene un regusto como de jarabe medicinal y no sabe casi a chocolate. Es tirar el dinero, imposible de tragar. El de vainilla de sabor no esta mal pero muy liquido. El unico que me gusta y mucho es el de cafe. Los otros dos los probe y estan aparcados.",3
es_0658866,"Máquina ok, demora de envío

La máquina ha llegado bien, y funciona correctamente, lo peor ha sido la demora en la entrega 17 días he tardado en recibirlo, 4 días más tarde que la fecha máxima de entrega que indicaban.",2
es_0082190,"Buena calidad

Buena relación calidad precio. Cumple con su cometido perfectamente",4
es_0176954,"Muy mala calidad

Tras dos usos dejo de tener utilidad. Dejo de funcionar. Ahora tengo un lindo pisapapeles",1
es_0314211,"TODO MUY PEQUEÑO Y ENDEBLE

Los artículos llegaron y no parecen tener mucha calidad. Los saquitos ya pierden algo de arena desde el principio. No lo volvería a comprar y menos por ese precio.",2
es_0534823,"perfe

esta muy bien citroen c5 berlina 2005",4
es_0300836,"El MEJOR para aprender!!! 😍😍

A llegado super rápido sin ningún golpe y es genial la estabilidad que tiene y lo bien que funciona , lo recomiendo 100 × 100 para gente que nunca ha volado ninguno o aprender hacerse con los controles si quieres ir algo más grande",5
es_0665307,"Decepcionada

En cuanto la estética es muy bonito pero no funcionaba bien.",2
es_0524219,"Falla

Lo comore reaco estado muy bueno y a los 15 dias ya no funcionaba bien el stick derecho vaya decepcion porque me gustaba lo comodo que se sentia",1
es_0756264,"Queda muy bien

Funda que queda muy bien ajustada y le da al teléfono un buen aspecto de protección. Por lo que estoy contento con la compra.",4
es_0932025,"EN CINCO MESES YA NO FUNCIONA

La verdad es que decepcionado, en cinco meses usandose muy poco, tres horas por semana como mucho, ya no funciona. He comprado más de uno y ahora mismo esperando que vayan cascando el resto, buff... ya no volvere a comprar más, lo barato sale caro.",1
es_0520619,"Correcto espejo de viaje.

Se ve bien y no pesa ni ocupa mucho al plegarse.",4
es_0318733,"La foto engaña

Son más pequeños que en La foto creo que tienen que poner las medidas más claras para verlas mejor lo",1
es_0841759,"Buena compra

Ya lo he probado y va muy bien. Es muy fácil de usar. Trae además el cable usb. Buena calidad precio",5
es_0552556,"Perfecto

Igual que en la foto",5
es_0807389,"Cliente amazon

Empresa con un gran servicio de atención al cliente. Rápidos y atentos. Buen producto. Compraré de nuevo a este vendedor. Gracias",5
es_0148234,"Bien

La botella es un poco pequeña pero es de buena calidad.",4
es_0745619,"Recomendable

Es bastante ligero para moverlo y el sonido es muy bueno.",5
es_0357297,"Fatal

No recomiendo al vendedor mi pedido no ha llegado, el vendedor me dice que la mensajeria le dice que si y no me deja ni abrir reclamacion ni nada. Amazon por su parte tampoco hace nada a pesar de enviarles mensajes a traves de aqui. Ahora sin dinero y sin el regalo de comunión de mi sobrina.... Último recurso ir a la oficina del consumidor... Comprobante que envia el vendedor de la empresa de mensajería con firma falsa..... Deberian trabajar con mensajerias mas serias.",1
es_0300779,"Muy bueno

Queda muy bonito, utilizandolo todo el verano.y sigue igual,la braguita quizas sea un poco pequeña por lo demas todo genial ,clidad precio muy bien",5
es_0818613,"PERFECTO

SIN DUDA LO RECOMIENDO PORQUE SE PARECE AL ORIGINAL Y SIN SERLO ENCAJA PERFECTAMENTE,ENVIO RAPIDO Y PERFECTO. TAMBIEN RECOMIENDO COMO VENDEDOR",4
es_0983968,"Malísimo no funcionan

Producto de bazar chino. Conectado marque en pantalla que está cargando pero no carga son defectuosos dinero tirado a la basura",1
es_0732364,"Producto dañado y devuelto

Me llegó totalmente arañada por la parte trasera transparente. Dudo mucho que fuese un producto nuevo, ya que hace tiempo compré una para un iPhone 7 y llevaba protectores en la parte transparente, cosa que esta no tenía. La parte trasera no queda elevada cuando apoyas el móvil en una superficie, lo que provoca que se arañe muy fácilmente. Seguramente la mía fue devuelta por ese motivo y me la intentaron colar, porque no creo que un plástico salga arañado de fábrica o se arañe de estar metido en una caja. Segunda funda que compro a Spigen para el Galaxy S9 Plus y segunda decepción.",2
es_0014943,"placebo

no he notado nimgun efecto, son un placebo",2
es_0661168,"Pedire la devolucion

Netflix dejo de funcionar y nunca más.... El mando NO funciona bien. solo utilice un teclado bluetooth el mando solo sirve para subir el volumen..",2
es_0959721,"Precio

Acabo de hacer una comparativa con una persona que no tiene amazon Prime y el precio cambia. Incluso pagando los gastos de envio le sale mas barato que a mi. Vaya engaño a la cara. Tengo fotos y es el mismo modelo.",2
es_0785937,"Pesa poco

La funda está muy bien, con un bolsillito interno que a mí me va muy bien porque guardo algún papel. Lo único negativo es que el cierre no es imantado. No me fijé en eso, la verdad. Va con una goma. Pero está bien",4
es_0919773,"Muy chulo

Me encanta el producto. Tarros de cristal muy prácticos se pueden poner uno encima de otro sin caerse.",5
es_0610591,"George

Todo ha ido como esperaba ya teniamos uno igual y funcionaba perfectamente ha costado llegar el envio un poco pero el producto bien",5
es_0690704,"Disco soberbio, imprescindible

Impresionantes colaboraciones con grandísimos músicos, una obra de arte.",5
es_0258215,"Le gustó a la niña.

Le gustó a la niña de 8 años está muy ilusionada con el regalo que le hicimos, algo maravilloso sin más",4
es_0408796,"Cumple perfectamente su función

Ya no tengo que ir en busca de alicates y demás utensilios para cambiar las cuerdas de mi guitarra. Lo guardo en el estuche de la guitarra y siempre está a mano y listo para ser utilizado",5
es_0819398,"Compromiso

La rapidez y el compromiso de q cuándo un artículo llega deteriorado te envían otro en su lugar. Lo peor es q ya he reclamado un nuevo protector de pantalla y tambien a llegado deteriorado. Volveré a solicitarlo.",3
es_0046287,"no esta mal

calidad no muy buena pero en relación al precio bien",2
es_0802096,"Buen teléfono, batería justa.

Ha dado buen resultado, pero he tenido de cambiar la batería un par de veces.",4
es_0591521,"Están bastante bien

Me sorprendieron. Están bastante bien por el precio que tiene. Me los compré hace un año casi y me siguen durando. Los recomiendo.",4
es_0038559,"Regular.

Hace su funcion pero no es de mucha calidad el reflectante.",2
es_0745364,"Pinypon

Le doy una estrella por que no se por que me apare e en mi lista si no lo compre",1
es_0945813,"Eve lom

Muy buen producto pero muy mal el envío más de un mes en recibirlo",1
es_0654102,"Buenas

Buenas y resistentes, pero me llegaron sin tornillos. Un fallo grande porque tuve que comprarlos aparte, pero en sí es buen producto.",4
